"id","headline","is_approximate_address","address","city","state","latitude","longitude","formatted_address","inc_date","inc_time","inc_type","is_homicide","victim_count","killed_count","is_victims_unknown","summary","suspect_count","is_suspects_unknown","inc_slug"
"72","Man outside convenience store shot twice","0","Read and Jackson Streets","Wilmington","DE","39.741486","-75.56269","S Jackson St & Read St, Wilmington, DE 19805","2011-11-28","19:45:00","SH","0","1","0","0","A man, who police found sitting on the steps of a convenience store, told police someone emerged from a vehicle and fired at him, striking him in the left elbow and thigh. He was taken to Christiana Hospital in stable condition.","0","1","man-outside-convenience-store-shot-twice"
"73","15-year-old shot in abdomen","1","2300 N. Jefferson St.","Wilmington","DE","39.75677","-75.5411946","2300 N Jefferson St, Wilmington, DE 19802","2011-11-29","21:03:00","SH","0","1","0","0","A teen boy was shot once in the abdomen and went to a nearby home to report that he had been wounded. He was taken to Christiana Hospital.","0","1","15-year-old-shot-abdomen"
"74","Food market clerk killed during robbery","0","201 Concord Avenue","Wilmington","DE","39.754764","-75.541054","201 Concord Ave, Wilmington, DE 19802","2011-11-29","10:33:00","SH","1","1","1","0","Esam Al-Haidari, a clerk at Concord Food Market, was killed during a robbery by a gunshot to the chest with a large-caliber weapon. The gunmen fled on foot. Police said the neighborhood lead them to physical evidence in the case that resulted in the arrest of Melvin Wright and Omar Mitchell.","2","0","food-market-clerk-killed-during-robbery"
"75","Three gunman shoot man twice","1","700 Elbert Place","Wilmington","DE","39.7273705","-75.546175","700 Elbert Pl, Wilmington, DE 19801","2011-12-11","19:20:00","SH","0","1","0","0","The victim told officers he was standing on the block when three people appeared and started firing, with bullets striking him in the left buttock and grazing his left hip. The gunmen fled in a green Ford Taurus.","0","1","three-gunman-shoot-man-twice"
"76","Woman shot several times on 7th St.","1","800 W. 7th St.","Wilmington","DE","39.745519","-75.5572849","800 W 7th St, Wilmington, DE 19801","2011-12-21","01:30:00","SH","0","1","0","0","Officers responding to a 911 call found the woman on the sidewalk, suffering from several gunshot wounds. She was taken to Christiana Hospital in stable condition.","0","1","woman-shot-several-times-7th-st"
"77","Man shot in spray of bullets","0","B and S. Heald Streets","Wilmington","DE","39.7291265","-75.5439679","S Heald St & B St, Wilmington, DE 19801","2011-12-21","20:30:00","SH","0","1","0","0","A man was shot in a spray of bullets and taken by private car to St. Francis Hospital and then by ambulance to Christiana Hospital in serious condition. One bullet entered a home and lodged into a bedroom wall, narrowly missing a woman watching television.","0","1","man-shot-spray-bullets"
"78","18-year-old shot in abdomen","1","1500 N. Washington St.","Wilmington","DE","39.751443","-75.5488691","1500 N Washington St, Wilmington, DE 19801","2011-12-22","19:00:00","SH","0","1","0","0","A 18-year-old man was shot once in the abdomen and taken to Christiana Hospital in stable condition.","0","1","teen-shot-abdomen"
"79","Philadelphia man found dead in car","1","4310 Miller Road","Wilmington","DE","39.7713959","-75.5304924","4310 Miller Rd, Wilmington, DE 19802","2011-12-26","01:40:00","SH","1","1","1","0","Police responding to a report of shots fired found a Philadelphia man dead inside of his car in the parking lot of the Brandywine Hills Apartments. He was shot once in the upper torso. Thomas was taken to Christiana Hospital, where he was pronounced dead.

No one was charged, but police identified Dewayne Perkins, who killed himself during a high-speed chase with Pennsylvania State Police, as the killer.","0","0","philadelphia-man-found-dead-car"
"80","Man found dead in barbershop","0","101 S. Jackson St.","Wilmington","DE","39.741477","-75.562967","101 S Jackson St, Wilmington, DE 19805","2011-12-27","02:45:00","SH","1","1","1","0","Police responding to a report of shots fired found Kenneth Jackson dead inside A Head of the Game barbershop. Jackson, who lived in Middletown, had been shot multiple times.","0","1","man-found-dead-barbershop"
"81","Man shot in head, killed, behind row houses","1","2600 Bowers St.","Wilmington","DE","39.7483141","-75.5260166","2600 Bowers St, Wilmington, DE 19802","2011-12-30","10:58:00","SH","1","1","1","0","Levan Morales shot once in the head behind a row of houses. He died two days later, on New Year's Day, in Christiana Hospital, after being taken off life support.","0","1","man-shot-head-killed-behind-row-houses"
"82","Man found shot in SUV dies","1","100 S. Dupont St.","Wilmington","DE","39.744764","-75.571258","100 S Dupont St, Wilmington, DE 19805","2012-01-07","21:36:00","SH","1","1","1","0","Aaron Clifton was found behind the wheel of a SUV by officers responding to a report of multiple shots being fired. He had been shot several times. He was rushed to Christiana Hospital in critical condition, and died nine days later.","0","1","man-found-shot-suv-dies"
"83","Unidentified person shot in back","1","2800 Northeast Blvd.","Wilmington","DE","39.7493685","-75.5278672","2800 Northeast Blvd, Wilmington, DE 19802","2012-01-08","02:42:00","SH","0","1","0","0","Police patrolling the 2800 block of Northeast Blvd. heard shots but could not locate a crime victim or scene but later received a call about a victim who had arrived at Wilmington Hospital in a private vehicle. The victim was struck in the lower back and police described the injuries as serious.","0","1","unidentified-person-shot-back"
"84","Man shot in thigh and leg","1","900 W. 27th St.","Wilmington","DE","39.7631927","-75.5409247","900 W 27th St, Wilmington, DE 19802","2012-01-11","18:25:00","SH","0","1","0","0","A man was shot in the thigh and leg - and underwent surgery for injuries that were not life-threatening - after someone opened fire on the street. Bullets also struck the home of a couple that was inside with at least one young child, authorities said. ","0","1","man-shot-thigh-and-leg"
"85","'Passerby' shoots man in arm","0","Seventh and Jefferson Streets","Wilmington","DE","39.7447186","-75.5548565","N Jefferson St & W 7th St, Wilmington, DE 19801","2012-01-21","18:25:00","SH","0","1","0","0","Keith Johnson told police that a passerby shot him in the arm. He was taken to Wilmington Hospital in stable condition.","0","1","passerby-shoots-man-arm"
"86","Tenth grader shot, killed","1","300 New Castle Ave.","Wilmington","DE","39.731058","-75.542181","300 New Castle Ave, Wilmington, DE 19801","2012-01-21","02:00:00","SH","1","1","1","0","Larry Parks, a 10th grader who lived in Bear, was shot in the chest. Officers found him lying on the street. He was rushed to Christiana Hospital, where he was pronounced dead.","1","0","tenth-grader-shot-killed"
"87","Man shot in hands, thighs, testicles","0","Taylor and Bennett Streets","Wilmington","DE","39.7407617","-75.5408348","Taylor St & Bennett St, Wilmington, DE 19801","2012-01-25","02:00:00","SH","0","1","0","0","The victim, who police found lying on the sidewalk, told officers someone approached him from behind, tried to rob him and shot him in both hands, both thighs and the testicles. He was taken to Christiana Hospital in stable condition.","0","1","man-shot-hands-thighs-testicles"
"88","Man shot in violent chase through store","1","1100 West 2nd Street","Wilmington","DE","39.743012","-75.563216","1100 W 2nd St, Wilmington, DE 19805","2012-01-26","23:10:00","SH","0","1","0","0","Two armed men chased a man and a woman through the La Flor market, firing bullets in and outside the store, then shooting at the victims’ car and smashing out its windows. The victim arrived later at Christiana Hospital with a gunshot wound to his upper thigh, and was in stable condition. ","2","0","man-shot-violent-chase-through-store"
"89","Man shot in groin area","1","600 Concord Ave.","Wilmington","DE","39.759026","-75.542128","600 Concord Ave, Wilmington, DE 19802","2012-01-27","20:06:00","SH","0","1","0","0","The victim told police a group of people tried to rob him, and one shot him once in the groin area. He was taken to Christiana Hospital in stable condition.","0","1","man-shot-groin-area"
"90","Teen shot in shoulder","0","Seventh and Washington Streets","Wilmington","DE","39.7442752","-75.5537367","N Washington St & W 7th St, Wilmington, DE 19801","2012-01-27","16:52:00","SH","0","1","0","0","Officers responding to a report of shots fired found the man standing near the corner with a gunshot wound to his right shoulder. He was taken to Christiana Hospital in stable condition.","0","1","teen-shot-shoulder"
"91","Gunman opens fire on group, strikes woman","0","15th and French Streets","Wilmington","DE","39.7489301","-75.5432411","N French St & E 15th St, Wilmington, DE 19801","2012-01-28","00:24:00","SH","0","1","0","0","A woman told police she was standing on the corner when an unknown man began shooting at the group of people standing near her. As she tried to flee, he fired at her and struck her in the right side of her abdomen. She was hospitalized in stable condition.","0","1","gunman-opens-fire-group-strikes-woman"
"92","Man shot twice in back","0","Chestnut and Broom Streets","Wilmington","DE","39.742975","-75.5680369","S Broom St & Chestnut St, Wilmington, DE 19805","2012-01-30","22:25:00","SH","0","1","0","0","Officers found the man in the street with two two gunshot wounds to his back. He was taken to Christiana Hospital in serious condition and underwent surgery.","0","1","man-shot-twice-back"
"93","Man gunned down on 26th St.","1","600 W. 26th St.","Wilmington","DE","39.7597905","-75.5399046","600 W 26th St, Wilmington, DE 19802","2012-01-30","18:42:00","SH","1","1","1","0","Police responding to a report that a man had been gunned down found Leon Henry shot in the torso. He was rushed to Christiana Hospital, where he later died.","0","1","man-gunned-down-26th-st"
